APMC,Commodity,Year,date,modal_price,Type,msprice,fluctuation,Relative_fluctuation
Nagbhid,Paddyunhusked,2016,2016-02,1852,Kharif Crops,1470.0,211,13
Amalner,Bajri,2015,2015-11,1516,Kharif Crops,1275.0,211,15
Satana,Wheat(Husked),2015,2015-02,1559,Rabi Crops,1525.0,211,14
Nagbhid,Paddyunhusked,2015,2015-10,2053,Kharif Crops,1410.0,211,11
Ghansawangi,Sorgum(Jawar),2016,2016-06,1740,Kharif Crops,1650.0,210,12
Shrirampur-Belapur,Wheat(Husked),2015,2015-11,2163,Rabi Crops,1525.0,210,15
Palghar(Bevur),Wheat(Husked),2016,2016-03,2082,Rabi Crops,,210,11
Nandurbar,Pigeon Pea (Tur),2015,2015-05,4992,Kharif Crops,4425.0,210,5
Nagbhid,Paddyunhusked,2016,2016-11,1936,Kharif Crops,1470.0,210,12
Malkapur,Sorgum(Jawar),2014,2014-12,1324,Kharif Crops,1550.0,210,17
Jamner,Cotton,2015,2015-02,3855,Kharif Crops,3800.0,210,6
Nagpur,Wheat(Husked),2015,2015-12,1987,Rabi Crops,1525.0,210,11
Ulhasnagar,Sugarcane,2016,2016-02,405,Other Crops,230.0,210,52
Mangalwedha,Bajri,2016,2016-11,1393,Kharif Crops,1330.0,210,16
Kalamb (Os),Sorgum(Jawar),2016,2016-02,1717,Kharif Crops,1650.0,210,13
Mandhal,Paddyunhusked,2016,2016-11,1700,Kharif Crops,1470.0,210,12
Sinner,Wheat(Husked),2015,2015-11,1656,Rabi Crops,1525.0,210,13
Pathardi,Sorgum(Jawar),2015,2015-09,1681,Kharif Crops,1590.0,210,13
Gangapur,Pigeon Pea (Tur),2016,2016-03,7140,Kharif Crops,4625.0,210,3
Nandurbar,Bajri,2015,2015-05,1157,Kharif Crops,1275.0,210,19
Nagbhid,Paddyunhusked,2014,2014-10,2410,Kharif Crops,1360.0,210,9
Mantha,Sorgum(Jawar),2015,2015-10,1275,Kharif Crops,1590.0,210,17
Dondaicha,Maize,2016,2016-03,1390,Kharif Crops,1365.0,210,16
Bhokar,Pigeon Pea (Tur),2014,2014-10,4406,Kharif Crops,4350.0,210,5
Ausa,Safflower,2015,2015-01,2396,Rabi Crops,3300.0,210,9
Parli-Vaijnath,Bajri,2015,2015-11,1617,Kharif Crops,1275.0,210,13
Morshi,Pigeon Pea (Tur),2014,2014-09,4568,Kharif Crops,4350.0,210,5
Ausa,Sorgum(Jawar),2016,2016-08,1598,Kharif Crops,1650.0,210,14
Pune,Bajri,2015,2015-09,1920,Kharif Crops,1275.0,209,12
Kopargaon,Sorgum(Jawar),2016,2016-01,1432,Kharif Crops,1650.0,209,16
Aurangabad,Bajri,2014,2014-12,1411,Kharif Crops,1250.0,209,15
Pandharkawada,Pigeon Pea (Tur),2015,2015-06,6715,Kharif Crops,4425.0,209,4
Bhokar,Sorgum(Jawar),2015,2015-12,1412,Kharif Crops,1590.0,209,15
Ausa,Maize,2016,2016-02,1361,Kharif Crops,1365.0,209,16
Sinner,Maize,2015,2015-11,1401,Kharif Crops,1325.0,209,16
Ahmedpur,Sunflower,2016,2016-11,2870,Kharif Crops,3850.0,209,8
Amalner,Maize,2016,2016-05,1452,Kharif Crops,1365.0,209,16
Yeotmal,Cotton,2015,2015-12,4164,Kharif Crops,3800.0,209,6
Nandurbar,Sorgum(Jawar),2015,2015-07,1356,Kharif Crops,1590.0,209,16
Kej,Sorgum(Jawar),2015,2015-06,2187,Kharif Crops,1590.0,209,10
Vaijapur,Bajri,2016,2016-03,1706,Kharif Crops,1330.0,209,13
Anajngaon Surji,Sorgum(Jawar),2014,2014-12,1393,Kharif Crops,1550.0,209,16
Devala,Wheat(Husked),2016,2016-11,1914,Rabi Crops,,209,12
Partur,Bajri,2016,2016-04,1571,Kharif Crops,1330.0,209,14
Mul,Paddyunhusked,2015,2015-07,2040,Kharif Crops,1410.0,209,11
Sillod,Cotton,2014,2014-11,3918,Kharif Crops,3750.0,209,6
Partur,Bajri,2015,2015-11,1511,Kharif Crops,1275.0,209,14
Nandura,Wheat(Husked),2015,2015-02,1387,Rabi Crops,1525.0,209,16
Majalgaon,Cotton,2016,2016-11,4850,Kharif Crops,3860.0,209,5
Kalvan,Bajri,2015,2015-04,1259,Kharif Crops,1275.0,209,17
Parola,Bajri,2016,2016-01,1360,Kharif Crops,1330.0,209,16
Gangapur,Sorgum(Jawar),2015,2015-09,1546,Kharif Crops,1590.0,209,14
Digras,Wheat(Husked),2016,2016-05,1670,Rabi Crops,,209,13
Purna,Wheat(Husked),2015,2015-09,1586,Rabi Crops,1525.0,209,14
Chandur Bajar,Wheat(Husked),2015,2015-10,1494,Rabi Crops,1525.0,209,14
Devala,Bajri,2015,2015-01,1355,Kharif Crops,1275.0,209,16
Mohol,Wheat(Husked),2015,2015-03,1471,Rabi Crops,1525.0,209,15
Pachora,Wheat(Husked),2016,2016-10,1624,Rabi Crops,,209,13
Pathardi,Bajri,2016,2016-10,1452,Kharif Crops,1330.0,209,15
Parola,Bajri,2015,2015-12,1373,Kharif Crops,1275.0,209,16
Kurdwadi-Modnimb,Bajri,2016,2016-11,1509,Kharif Crops,1330.0,209,14
Akola,Sorgum(Jawar),2016,2016-07,1795,Kharif Crops,1650.0,209,12
Washim,Sorgum(Jawar),2016,2016-04,1277,Kharif Crops,1650.0,209,17
Shrirampur,Maize,2016,2016-11,1085,Kharif Crops,1365.0,208,20
Achalpur,Wheat(Husked),2015,2015-06,1552,Rabi Crops,1525.0,208,14
Yeola,Maize,2016,2016-11,1141,Kharif Crops,1365.0,208,19
Amarawati,Maize,2016,2016-08,1618,Kharif Crops,1365.0,208,13
Dhule,Pigeon Pea (Tur),2016,2016-08,5522,Kharif Crops,4625.0,208,4
Nandura,Sorgum(Jawar),2015,2015-08,1298,Kharif Crops,1590.0,208,18
Maregaon,Cotton,2016,2016-03,4414,Kharif Crops,3860.0,208,5
Akola,Sorgum(Jawar),2015,2015-12,1399,Kharif Crops,1590.0,208,15
Ralegaon,Cotton,2015,2015-10,4033,Kharif Crops,3800.0,208,6
Rahuri-Vambori,Wheat(Husked),2015,2015-06,1547,Rabi Crops,1525.0,208,14
Mehkar,Maize,2016,2016-08,1506,Kharif Crops,1365.0,208,14
Parli-Vaijnath,Sorgum(Jawar),2015,2015-02,1502,Kharif Crops,1590.0,208,15
Lasalgaon-Niphad,Wheat(Husked),2016,2016-01,1727,Rabi Crops,,208,13
Bhokar,Cotton,2016,2016-11,4874,Kharif Crops,3860.0,208,5
Pusad,Bajri,2016,2016-07,1876,Kharif Crops,1330.0,208,12
Parli-Vaijnath,Sorgum(Jawar),2014,2014-12,1689,Kharif Crops,1550.0,208,13
Dondaicha-Sindkheda,Wheat(Husked),2016,2016-04,1616,Rabi Crops,,208,13
Kannad,Wheat(Husked),2015,2015-12,1724,Rabi Crops,1525.0,208,13
Gevrai,Cotton,2015,2015-10,4147,Kharif Crops,3800.0,208,6
Umared,Pigeon Pea (Tur),2015,2015-08,7565,Kharif Crops,4425.0,208,3
Rahuri-Vambori,Bajri,2014,2014-12,1478,Kharif Crops,1250.0,208,15
Pusad,Wheat(Husked),2015,2015-09,1634,Rabi Crops,1525.0,208,13
Sangrampur,Wheat(Husked),2014,2014-11,1583,Rabi Crops,1450.0,208,14
Chalisgaon,Maize,2014,2014-10,1180,Kharif Crops,1310.0,208,19
Nandura,Sorgum(Jawar),2016,2016-06,1484,Kharif Crops,1650.0,208,15
Vaijapur,Bajri,2015,2015-10,1455,Kharif Crops,1275.0,208,15
Alibag,Paddyunhusked,2015,2015-06,1571,Kharif Crops,1410.0,208,14
Chalisgaon,Bajri,2015,2015-07,1248,Kharif Crops,1275.0,208,18
Kannad,Bajri,2015,2015-04,1342,Kharif Crops,1275.0,208,16
Rajura,Pigeon Pea (Tur),2015,2015-12,7538,Kharif Crops,4425.0,208,3
Rahuri-Vambori,Sorgum(Jawar),2015,2015-06,1264,Kharif Crops,1590.0,208,17
Mantha,Sorgum(Jawar),2016,2016-04,1742,Kharif Crops,1650.0,208,12
Kannad,Bajri,2016,2016-01,1464,Kharif Crops,1330.0,208,15
Alibag,Paddyunhusked,2015,2015-07,1519,Kharif Crops,1410.0,208,14
Kalmeshwar,Cotton,2016,2016-02,4442,Kharif Crops,3860.0,207,5
Buldhana-Dhad,Maize,2016,2016-11,1113,Kharif Crops,1365.0,207,19
Bhandara,Rice(Paddyhus),2016,2016-06,3144,Kharif Crops,1510.0,207,7
Devala,Maize,2014,2014-11,1123,Kharif Crops,1310.0,207,20
Shevgaon-Bodhegaon,Bajri,2015,2015-01,1285,Kharif Crops,1275.0,207,17
Manwat,Sorgum(Jawar),2016,2016-05,1675,Kharif Crops,1650.0,207,13
Purna,Sorgum(Jawar),2016,2016-05,1508,Kharif Crops,1650.0,207,15
Nandura,Sorgum(Jawar),2016,2016-01,1437,Kharif Crops,1650.0,207,16
Malegaon,Maize,2015,2015-11,1378,Kharif Crops,1325.0,207,15
Chopda,Maize,2014,2014-10,1033,Kharif Crops,1310.0,207,21
Gevrai,Sunflower,2015,2015-12,3347,Kharif Crops,3800.0,207,7
Kalvan,Wheat(Husked),2016,2016-10,1682,Rabi Crops,,207,12
Varora,Cotton,2015,2015-03,4010,Kharif Crops,3800.0,207,6
Ner Parasopant,Pigeon Pea (Tur),2015,2015-04,6353,Kharif Crops,4425.0,207,4
Varud,Cotton,2015,2015-02,3896,Kharif Crops,3800.0,207,6
Pune,Bajri,2016,2016-03,2137,Kharif Crops,1330.0,207,10
Yawal,Sorgum(Jawar),2016,2016-04,1300,Kharif Crops,1650.0,207,16
Telhara,Sunflower,2015,2015-05,2854,Kharif Crops,3800.0,207,8
Ulhasnagar,Sugarcane,2016,2016-07,400,Other Crops,230.0,207,51
Murtizapur,Wheat(Husked),2016,2016-10,1634,Rabi Crops,,207,13
Malegaon,Pigeon Pea (Tur),2014,2014-09,3996,Kharif Crops,4350.0,207,6
Murum,Wheat(Husked),2015,2015-03,2010,Rabi Crops,1525.0,207,11
Himayatnagar,Sorgum(Jawar),2015,2015-12,1188,Kharif Crops,1590.0,207,19
Sangamner,Sorgum(Jawar),2015,2015-07,1776,Kharif Crops,1590.0,207,12
Partur,Bajri,2016,2016-01,1292,Kharif Crops,1330.0,207,17
Ambad(Vadi Godri),Maize,2015,2015-12,1270,Kharif Crops,1325.0,207,16
Chandur Bajar,Wheat(Husked),2016,2016-10,1722,Rabi Crops,,207,13
Rajura,Pigeon Pea (Tur),2016,2016-02,7072,Kharif Crops,4625.0,207,3
Shevgaon,Wheat(Husked),2015,2015-12,1747,Rabi Crops,1525.0,207,13
Jintur,Sorgum(Jawar),2015,2015-07,1198,Kharif Crops,1590.0,206,18
Malegaon,Maize,2015,2015-09,1437,Kharif Crops,1325.0,206,15
Buldhana,Maize,2016,2016-04,1228,Kharif Crops,1365.0,206,17
Lasalgaon,Maize,2016,2016-02,1411,Kharif Crops,1365.0,206,16
Telhara,Cotton,2015,2015-12,4211,Kharif Crops,3800.0,206,5
Gangapur,Pigeon Pea (Tur),2015,2015-05,5669,Kharif Crops,4425.0,206,4
Nagbhid,Paddyunhusked,2016,2016-09,2278,Kharif Crops,1470.0,206,10
Gevrai,Bajri,2015,2015-01,1373,Kharif Crops,1275.0,206,16
Ahmedpur,Wheat(Husked),2015,2015-10,1346,Rabi Crops,1525.0,206,17
Raver,Sorgum(Jawar),2015,2015-04,1353,Kharif Crops,1590.0,206,16
Kada,Pigeon Pea (Tur),2015,2015-04,5183,Kharif Crops,4425.0,206,5
Shahada,Wheat(Husked),2015,2015-01,1655,Rabi Crops,1525.0,206,13
Dondaicha,Maize,2015,2015-05,1165,Kharif Crops,1325.0,206,19
Shevgaon,Wheat(Husked),2015,2015-10,1700,Rabi Crops,1525.0,206,13
Dhule,Sorgum(Jawar),2016,2016-03,1543,Kharif Crops,1650.0,206,14
Shrirampur,Mustard,2015,2015-03,3089,Rabi Crops,3350.0,206,7
Manora,Wheat(Husked),2016,2016-03,1600,Rabi Crops,,206,13
Jalgaon,Sorgum(Jawar),2016,2016-05,1841,Kharif Crops,1650.0,206,12
Kopargaon,Wheat(Husked),2016,2016-06,1768,Rabi Crops,,206,12
Gangapur,Wheat(Husked),2015,2015-07,1560,Rabi Crops,1525.0,206,13
Lasalgaon-Vinchur,Wheat(Husked),2015,2015-10,1654,Rabi Crops,1525.0,206,13
Washim,Sorgum(Jawar),2016,2016-06,1371,Kharif Crops,1650.0,206,16
Shrirampur-Belapur,Bajri,2016,2016-10,1144,Kharif Crops,1330.0,206,19
Shegaon,Wheat(Husked),2016,2016-09,1599,Rabi Crops,,206,13
Majalgaon,Bajri,2016,2016-10,1361,Kharif Crops,1330.0,206,15
Lasalgaon,Maize,2016,2016-04,1406,Kharif Crops,1365.0,206,16
Dondaicha,Maize,2016,2016-11,1395,Kharif Crops,1365.0,206,16
Shegaon,Mustard,2015,2015-03,3192,Rabi Crops,3350.0,205,7
Rahata,Sorgum(Jawar),2016,2016-02,1424,Kharif Crops,1650.0,205,15
Buldhana,Maize,2016,2016-02,1192,Kharif Crops,1365.0,205,18
Vani,Cotton,2016,2016-02,4424,Kharif Crops,3860.0,205,5
Kej,Sorgum(Jawar),2014,2014-09,1790,Kharif Crops,1550.0,205,12
Shegaon,Wheat(Husked),2015,2015-09,1465,Rabi Crops,1525.0,205,15
Washim,Wheat(Husked),2015,2015-07,1581,Rabi Crops,1525.0,205,13
Vaijapur,Bajri,2015,2015-01,1313,Kharif Crops,1275.0,205,16
Chikhali,Sorgum(Jawar),2016,2016-01,1250,Kharif Crops,1650.0,205,17
Kalvan,Bajri,2015,2015-06,1240,Kharif Crops,1275.0,205,17
Akot,Wheat(Husked),2016,2016-10,1671,Rabi Crops,,205,13
Umarga,Bajri,2015,2015-12,1360,Kharif Crops,1275.0,205,16
Malegaon,Sorgum(Jawar),2015,2015-06,1634,Kharif Crops,1590.0,205,13
Devala,Bajri,2014,2014-11,1353,Kharif Crops,1250.0,205,16
Umarga,Sorgum(Jawar),2015,2015-11,1875,Kharif Crops,1590.0,205,12
Sinner,Wheat(Husked),2014,2014-10,1605,Rabi Crops,1450.0,205,13
Shrirampur,Sorgum(Jawar),2016,2016-09,1620,Kharif Crops,1650.0,205,13
Amarawati,Sunflower,2015,2015-06,2843,Kharif Crops,3800.0,205,8
Udgir,Sorgum(Jawar),2015,2015-02,1094,Kharif Crops,1590.0,205,19
Jalna,Wheat(Husked),2014,2014-11,1600,Rabi Crops,1450.0,205,13
Pulgaon,Cotton,2015,2015-02,3909,Kharif Crops,3800.0,205,6
Malegaon,Maize,2015,2015-04,1226,Kharif Crops,1325.0,205,17
Shrigonda,Wheat(Husked),2016,2016-06,1793,Rabi Crops,,205,12
Akot,Wheat(Husked),2016,2016-04,1647,Rabi Crops,,205,13
Shrirampur-Belapur,Maize,2016,2016-11,1038,Kharif Crops,1365.0,205,20
Latur,Maize,2015,2015-11,1485,Kharif Crops,1325.0,205,14
Malegaon,Maize,2016,2016-11,1151,Kharif Crops,1365.0,205,18
Raver,Maize,2016,2016-03,1243,Kharif Crops,1365.0,205,18
Partur,Wheat(Husked),2014,2014-09,1487,Rabi Crops,1450.0,205,14
Anajngaon Surji,Sorgum(Jawar),2015,2015-12,1331,Kharif Crops,1590.0,205,16
Jamkhed,Bajri,2016,2016-09,1595,Kharif Crops,1330.0,204,13
Sailu,Wheat(Husked),2015,2015-09,1513,Rabi Crops,1525.0,204,13
Jawala-Bajar,Pigeon Pea (Tur),2016,2016-02,8119,Kharif Crops,4625.0,204,3
Malkapur,Wheat(Husked),2015,2015-11,1612,Rabi Crops,1525.0,204,13
Ahmedpur,Maize,2014,2014-11,1246,Kharif Crops,1310.0,204,17
Jalna-Badnapur,Cotton,2015,2015-12,4131,Kharif Crops,3800.0,204,5
Malkapur,Maize,2015,2015-03,1530,Kharif Crops,1325.0,204,14
Palghar(Bevur),Wheat(Husked),2015,2015-10,2040,Rabi Crops,1525.0,204,11
Sangrampur,Wheat(Husked),2014,2014-12,1342,Rabi Crops,1450.0,204,16
Karanja,Sorgum(Jawar),2015,2015-10,1221,Kharif Crops,1590.0,204,17
Buldhana-Dhad,Maize,2016,2016-07,1574,Kharif Crops,1365.0,204,13
Varud,Maize,2016,2016-11,1222,Kharif Crops,1365.0,204,18
Nandurbar,Sorgum(Jawar),2016,2016-07,1521,Kharif Crops,1650.0,204,14
Shahada,Sorgum(Jawar),2015,2015-12,1412,Kharif Crops,1590.0,204,15
Varora,Cotton,2016,2016-11,4760,Kharif Crops,3860.0,204,5
Chopda,Maize,2015,2015-11,1351,Kharif Crops,1325.0,204,16
Sillod,Maize,2016,2016-10,1304,Kharif Crops,1365.0,204,16
Manmad,Wheat(Husked),2015,2015-09,1509,Rabi Crops,1525.0,204,14
Kopargaon,Wheat(Husked),2016,2016-08,1676,Rabi Crops,,204,13
Telhara,Wheat(Husked),2015,2015-05,1342,Rabi Crops,1525.0,204,16
Pathari,Wheat(Husked),2014,2014-10,484,Rabi Crops,1450.0,204,13
Murtizapur,Wheat(Husked),2015,2015-03,1314,Rabi Crops,1525.0,204,16
Mangrulpeer,Wheat(Husked),2014,2014-09,1420,Rabi Crops,1450.0,204,15
Jintur,Wheat(Husked),2014,2014-11,1586,Rabi Crops,1450.0,204,13
Ner Parasopant,Pigeon Pea (Tur),2016,2016-10,6250,Kharif Crops,4625.0,204,4
Indapur-Bhigwan,Maize,2015,2015-09,1547,Kharif Crops,1325.0,204,14
Amalner,Maize,2016,2016-02,1396,Kharif Crops,1365.0,204,16
Nandurbar,Maize,2016,2016-03,1422,Kharif Crops,1365.0,204,15
Anajngaon Surji,Sorgum(Jawar),2014,2014-09,1437,Kharif Crops,1550.0,204,15
Kurdwadi,Maize,2015,2015-05,1292,Kharif Crops,1325.0,204,16
Kalvan,Bajri,2014,2014-12,1241,Kharif Crops,1250.0,203,17
Shrirampur,Pigeon Pea (Tur),2015,2015-03,4083,Kharif Crops,4425.0,203,5
Amarawati,Wheat(Husked),2015,2015-12,1824,Rabi Crops,1525.0,203,12
Shevgaon,Bajri,2016,2016-03,1722,Kharif Crops,1330.0,203,13
Rahuri-Vambori,Sorgum(Jawar),2015,2015-10,1442,Kharif Crops,1590.0,203,15
Amarawati,Maize,2016,2016-09,1651,Kharif Crops,1365.0,203,13
Gevrai,Bajri,2016,2016-04,1704,Kharif Crops,1330.0,203,12
Nandura,Sorgum(Jawar),2014,2014-10,1217,Kharif Crops,1550.0,203,17
Gevrai,Wheat(Husked),2015,2015-01,1598,Rabi Crops,1525.0,203,13
Vaijapur,Bajri,2016,2016-07,1953,Kharif Crops,1330.0,203,11
Nandurbar,Wheat(Husked),2014,2014-09,1543,Rabi Crops,1450.0,203,14
Mangalwedha,Wheat(Unhusked),2015,2015-10,3213,Rabi Crops,1525.0,203,7
Gangapur,Sorgum(Jawar),2016,2016-06,1800,Kharif Crops,1650.0,203,12
Jamner,Maize,2016,2016-07,1567,Kharif Crops,1365.0,203,14
Latur-Murud,Sorgum(Jawar),2015,2015-09,1664,Kharif Crops,1590.0,203,13
Shevgaon,Bajri,2016,2016-10,1220,Kharif Crops,1330.0,203,19
Amarawati,Sunflower,2015,2015-07,2786,Kharif Crops,3800.0,203,8
Nandura,Maize,2016,2016-03,1350,Kharif Crops,1365.0,203,17
Nandura,Sorgum(Jawar),2014,2014-09,1240,Kharif Crops,1550.0,203,17
Nandura,Wheat(Husked),2016,2016-01,1619,Rabi Crops,,203,14
Khamgaon,Maize,2014,2014-12,939,Kharif Crops,1310.0,203,22
Gangapur,Sorgum(Jawar),2016,2016-07,1848,Kharif Crops,1650.0,203,12
Dhule,Maize,2014,2014-12,1046,Kharif Crops,1310.0,203,20
Kopargaon,Sorgum(Jawar),2016,2016-08,1641,Kharif Crops,1650.0,203,13
Murtizapur,Wheat(Husked),2016,2016-03,1577,Rabi Crops,,202,13
Dondaicha-Sindkheda,Maize,2016,2016-04,1280,Kharif Crops,1365.0,202,17
Taloda,Sorgum(Jawar),2015,2015-10,1236,Kharif Crops,1590.0,202,17
Mehkar,Sorgum(Jawar),2016,2016-07,1428,Kharif Crops,1650.0,202,15
Lonand,Bajri,2016,2016-09,1500,Kharif Crops,1330.0,202,14
Mohol,Wheat(Husked),2014,2014-10,1537,Rabi Crops,1450.0,202,14
Rajura,Cotton,2015,2015-10,4032,Kharif Crops,3800.0,202,6
Shirur,Bajri,2015,2015-09,1445,Kharif Crops,1275.0,202,15
Mahur,Cotton,2015,2015-12,4035,Kharif Crops,3800.0,202,6
Mul,Paddyunhusked,2015,2015-06,1933,Kharif Crops,1410.0,202,11
Barshi,Wheat(Husked),2016,2016-09,1943,Rabi Crops,,202,11
Pachora,Maize,2016,2016-10,1059,Kharif Crops,1365.0,202,20
Pathardi,Sorgum(Jawar),2015,2015-07,1639,Kharif Crops,1590.0,202,13
Chikhali,Sorgum(Jawar),2016,2016-11,1299,Kharif Crops,1650.0,202,16
Mangrulpeer,Sorgum(Jawar),2015,2015-01,1387,Kharif Crops,1590.0,202,16
Solapur,Pigeon Pea (Tur),2014,2014-09,4644,Kharif Crops,4350.0,202,5
Mehkar,Wheat(Husked),2016,2016-01,1630,Rabi Crops,,202,13
Kinwat,Cotton,2016,2016-11,4526,Kharif Crops,3860.0,202,5
Jalna,Maize,2016,2016-05,1410,Kharif Crops,1365.0,202,15
Yeola,Bajri,2015,2015-04,1318,Kharif Crops,1275.0,202,15
Taloda,Maize,2016,2016-05,1369,Kharif Crops,1365.0,202,16
Malegaon,Bajri,2015,2015-07,1310,Kharif Crops,1275.0,202,15
Mehkar,Sorgum(Jawar),2016,2016-02,1210,Kharif Crops,1650.0,202,17
Kej,Sorgum(Jawar),2016,2016-07,1675,Kharif Crops,1650.0,202,12
Purna,Sorgum(Jawar),2016,2016-02,1368,Kharif Crops,1650.0,202,15
Beed,Bajri,2016,2016-06,1712,Kharif Crops,1330.0,202,12
Khamgaon,Wheat(Husked),2016,2016-10,1789,Rabi Crops,,202,12
Amarawati,Pigeon Pea (Tur),2016,2016-06,8788,Kharif Crops,4625.0,202,3
Gevrai,Cotton,2015,2015-11,4058,Kharif Crops,3800.0,201,5
Shrirampur,Maize,2014,2014-11,1177,Kharif Crops,1310.0,201,17
Kannad,Sorgum(Jawar),2015,2015-04,1549,Kharif Crops,1590.0,201,14
Lonar,Wheat(Husked),2016,2016-05,1870,Rabi Crops,,201,11
Mangaon(Bhadav),Paddyunhusked,2015,2015-01,1438,Kharif Crops,1410.0,201,15
Murtizapur,Sorgum(Jawar),2014,2014-12,1501,Kharif Crops,1550.0,201,14
Jalgaon,Wheat(Husked),2016,2016-04,1651,Rabi Crops,,201,13
Pathari,Sorgum(Jawar),2015,2015-12,690,Kharif Crops,1590.0,201,12
Shevgaon,Sorgum(Jawar),2015,2015-01,1771,Kharif Crops,1590.0,201,12
Anajngaon Surji,Sorgum(Jawar),2016,2016-01,1319,Kharif Crops,1650.0,201,16
Amalner,Wheat(Husked),2016,2016-05,1810,Rabi Crops,,201,12
Malkapur,Sorgum(Jawar),2015,2015-02,1335,Kharif Crops,1590.0,201,15
Sangrampur-Varvatbakal,Sorgum(Jawar),2016,2016-07,1463,Kharif Crops,1650.0,201,14
Nandura,Sorgum(Jawar),2016,2016-07,1560,Kharif Crops,1650.0,201,14
Nagpur,Paddyunhusked,2016,2016-02,1881,Kharif Crops,1470.0,201,11
Latur,Sorgum(Jawar),2016,2016-10,1690,Kharif Crops,1650.0,201,12
Vaijapur,Maize,2015,2015-10,1211,Kharif Crops,1325.0,201,18
Ausa,Paddyunhusked,2015,2015-12,701,Kharif Crops,1410.0,201,29
Kurdwadi-Modnimb,Bajri,2016,2016-09,1574,Kharif Crops,1330.0,201,13
Ahmednagar,Pigeon Pea (Tur),2016,2016-11,5177,Kharif Crops,4625.0,201,4
Chopda,Maize,2016,2016-01,1306,Kharif Crops,1365.0,201,16
Sangamner,Bajri,2016,2016-01,1570,Kharif Crops,1330.0,201,13
Pusad,Sesamum,2015,2015-12,5851,Kharif Crops,4700.0,201,4
Nandgaon,Pigeon Pea (Tur),2015,2015-09,7200,Kharif Crops,4425.0,201,3
Chikhali,Sorgum(Jawar),2015,2015-06,1207,Kharif Crops,1590.0,201,18
Tumsar,Pigeon Pea (Tur),2016,2016-02,6900,Kharif Crops,4625.0,201,3
Karanja,Wheat(Husked),2014,2014-11,1470,Rabi Crops,1450.0,201,14
Ghatanji,Sorgum(Jawar),2015,2015-06,1000,Kharif Crops,1590.0,200,20
Ulhasnagar,Sugarcane,2016,2016-03,403,Other Crops,230.0,200,50
Indapur,Pigeon Pea (Tur),2015,2015-07,3200,Kharif Crops,4425.0,200,7
Chimur,Pigeon Pea (Tur),2016,2016-07,6900,Kharif Crops,4625.0,200,3
Vaduj,Sorgum(Jawar),2015,2015-04,2200,Kharif Crops,1590.0,200,10
Chimur,Paddyunhusked,2015,2015-06,1900,Kharif Crops,1410.0,200,11
Murud,Rice(Paddyhus),2015,2015-01,1600,Kharif Crops,1450.0,200,13
Yeola,Cotton,2015,2015-02,3950,Kharif Crops,3800.0,200,6
Jalgaon Jamod,Maize,2016,2016-04,1200,Kharif Crops,1365.0,200,17
Jafrabad,Wheat(Husked),2014,2014-12,1500,Rabi Crops,1450.0,200,14
Nagpur,Paddyunhusked,2015,2015-06,1700,Kharif Crops,1410.0,200,12
Latur-Murud,Wheat(Husked),2015,2015-08,1375,Rabi Crops,1525.0,200,15
Barshi-Vairag,Wheat(Husked),2016,2016-08,2151,Rabi Crops,,200,10
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2015,2015-07,1100,Kharif Crops,1590.0,200,19
Akluj,Wheat(Husked),2016,2016-06,2201,Rabi Crops,,200,10
Umarkhed-Danki,Sorgum(Jawar),2015,2015-05,1500,Kharif Crops,1590.0,200,14
Kolhapur-Laxmipuri,Spilt Gerrn Gram,2016,2016-03,9213,Kharif Crops,4800.0,200,3
Sillod,Sorgum(Jawar),2015,2015-07,1500,Kharif Crops,1590.0,200,14
Patur,Wheat(Husked),2015,2015-12,1580,Rabi Crops,1525.0,200,13
Aarni,Sorgum(Jawar),2015,2015-06,1000,Kharif Crops,1590.0,200,20
Jalgaon Jamod,Maize,2016,2016-02,1200,Kharif Crops,1365.0,200,17
Alibag,Rice(Paddyhus),2015,2015-08,2303,Kharif Crops,1450.0,200,9
Mahur,Cotton,2016,2016-03,4100,Kharif Crops,3860.0,200,5
Washim,Mustard,2014,2014-09,2900,Rabi Crops,3100.0,200,7
Kinwat,Cotton,2015,2015-05,3500,Kharif Crops,3800.0,200,6
Barshi-Vairag,Wheat(Husked),2015,2015-09,2168,Rabi Crops,1525.0,200,10
Akkolkot,Wheat(Unhusked),2015,2015-05,2900,Rabi Crops,1525.0,200,7
Washim,Mustard,2014,2014-11,3800,Rabi Crops,3100.0,200,6
Mantha,Pigeon Pea (Tur),2014,2014-09,3975,Kharif Crops,4350.0,200,5
Jalgaon Jamod,Maize,2016,2016-08,1500,Kharif Crops,1365.0,200,14
Atpadi,Bajri,2014,2014-09,1600,Kharif Crops,1250.0,200,13
Vaduj,Sorgum(Jawar),2016,2016-02,2200,Kharif Crops,1650.0,200,10
Jamner-Neri,Cotton,2015,2015-02,3850,Kharif Crops,3800.0,200,6
Yeola,Cotton,2015,2015-01,3950,Kharif Crops,3800.0,200,6
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2015,2015-09,1240,Kharif Crops,1590.0,200,17
Kinwat,Sorgum(Jawar),2016,2016-05,1100,Kharif Crops,1650.0,200,19
Jalgaon Jamod-Aasalgaon,Maize,2015,2015-12,1100,Kharif Crops,1325.0,200,19
Dhamangaon-Rly,Cotton,2015,2015-04,4300,Kharif Crops,3800.0,200,5
